"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Pascagoula",116,323,198,180,0.909090909090909
"Pascagoula",117,323,241,148,0.614107883817427
"Pascagoula",118,323,124,96,0.774193548387097
"Pascagoula",119,323,169,159,0.940828402366864
"Pascagoula",120,323,125,108,0.864
"Pascagoula",121,323,158,150,0.949367088607595
"Pascagoula",122,323,133,126,0.947368421052632
"Pascagoula",123,323,196,188,0.959183673469388
"Pascagoula",124,323,156,148,0.948717948717949
"Pascagoula",125,323,161,157,0.975155279503106
"Pascagoula",126,323,145,121,0.83448275862069
"Pascagoula",127,323,138,128,0.927536231884058
"Pascagoula",128,323,198,187,0.944444444444444
"Pascagoula",129,323,164,141,0.859756097560976
"Pascagoula",130,323,143,125,0.874125874125874
"Pascagoula",131,323,170,161,0.947058823529412
"Pascagoula",132,323,189,138,0.73015873015873
"Pascagoula",133,323,132,113,0.856060606060606
"Pascagoula",134,323,190,185,0.973684210526316
"Pascagoula",135,323,194,156,0.804123711340206
"Pascagoula",136,323,153,133,0.869281045751634
"Pascagoula",137,323,160,147,0.91875
"Pascagoula",138,323,207,162,0.782608695652174
"Pascagoula",139,323,188,145,0.771276595744681
"Pascagoula",140,323,188,181,0.962765957446808
"Pascagoula",141,323,167,151,0.904191616766467
"Pascagoula",142,323,178,142,0.797752808988764
"Pascagoula",143,323,139,131,0.942446043165468
"Pascagoula",144,323,154,129,0.837662337662338
"Pascagoula",145,323,187,165,0.882352941176471
"Pascagoula",146,323,147,119,0.80952380952381
"Pascagoula",147,323,215,190,0.883720930232558
"Pascagoula",148,323,176,126,0.715909090909091
"Pascagoula",149,323,189,172,0.91005291005291
"Pascagoula",150,323,167,121,0.724550898203593
"Pascagoula",151,323,146,129,0.883561643835616
"Pascagoula",152,323,117,97,0.829059829059829
"Pascagoula",153,323,229,197,0.860262008733624
"Pascagoula",154,323,165,122,0.739393939393939
"Pascagoula",155,323,189,184,0.973544973544973
"Pascagoula",156,323,149,126,0.845637583892617
"Pascagoula",157,323,228,220,0.964912280701754
"Pascagoula",158,323,227,139,0.612334801762115
"Pascagoula",159,323,145,141,0.972413793103448
"Pascagoula",160,323,182,168,0.923076923076923
"Pascagoula",161,323,139,105,0.755395683453237
"Pascagoula",162,323,176,162,0.920454545454545
"Pascagoula",163,323,213,180,0.845070422535211
"Pascagoula",164,323,160,144,0.9
"Pascagoula",165,323,192,160,0.833333333333333
"Pascagoula",166,323,126,112,0.888888888888889
"Pascagoula",167,323,165,143,0.866666666666667
"Pascagoula",168,323,136,124,0.911764705882353
"Pascagoula",169,323,170,157,0.923529411764706
"Pascagoula",170,323,195,181,0.928205128205128
"Pascagoula",171,323,155,125,0.806451612903226
"Pascagoula",172,323,175,139,0.794285714285714
"Pascagoula",173,323,118,114,0.966101694915254
"Pascagoula",174,323,147,133,0.904761904761905
"Pascagoula",175,323,191,166,0.869109947643979
"Pascagoula",176,323,246,196,0.796747967479675
"Pascagoula",177,323,194,163,0.84020618556701
"Pascagoula",178,323,177,149,0.84180790960452
"Pascagoula",179,323,144,142,0.986111111111111
"Pascagoula",180,323,173,138,0.797687861271676
"Pascagoula",181,323,171,120,0.701754385964912
"Pascagoula",182,323,147,113,0.768707482993197
"Pascagoula",183,323,116,106,0.913793103448276
"Pascagoula",184,323,181,160,0.883977900552486
"Pascagoula",185,323,153,144,0.941176470588235
"Pascagoula",186,323,169,155,0.917159763313609
"Pascagoula",187,323,175,158,0.902857142857143
"Pascagoula",188,323,108,94,0.87037037037037
"Pascagoula",189,323,177,150,0.847457627118644
"Pascagoula",190,323,209,188,0.899521531100478
"Pascagoula",191,323,152,146,0.960526315789474
"Pascagoula",192,323,206,130,0.631067961165049
"Pascagoula",193,323,157,134,0.853503184713376
"Pascagoula",194,323,190,159,0.836842105263158
"Pascagoula",195,323,146,139,0.952054794520548
"Pascagoula",196,323,153,115,0.751633986928105
"Pascagoula",197,323,186,170,0.913978494623656
"Pascagoula",198,323,149,140,0.939597315436242
"Pascagoula",199,323,149,136,0.912751677852349
"Pascagoula",200,323,221,171,0.773755656108597
