"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Example",331,7611,4748,4300,0.90564448188711
"Example",332,7611,5560,5148,0.92589928057554
"Example",333,7611,2985,2849,0.954438860971524
"Example",334,7611,5756,5377,0.934155663655316
"Example",335,7611,4336,4129,0.952260147601476
"Example",336,7611,5337,4773,0.894322653175942
"Example",337,7611,6067,5410,0.891709246744684
"Example",338,7611,4844,4669,0.963872832369942
"Example",339,7611,5488,5244,0.955539358600583
"Example",340,7611,5604,4871,0.869200571020699
"Example",341,7611,4772,4568,0.957250628667225
"Example",342,7611,5693,4499,0.790268751097839
"Example",343,7611,5392,4433,0.822143916913947
"Example",344,7611,3919,3674,0.937484052054095
"Example",345,7611,4756,3843,0.808031959629941
"Example",346,7611,5988,5186,0.866065464261857
"Example",347,7611,5219,4729,0.906112282046369
"Example",348,7611,4367,3817,0.874055415617129
"Example",349,7611,4847,4728,0.975448731173922
"Example",350,7611,6857,5321,0.775995333236109
"Example",351,7611,5550,5012,0.903063063063063
"Example",352,7611,6252,5936,0.949456174024312
"Example",353,7611,6003,5288,0.880892886889888
"Example",354,7611,5371,4792,0.892198845652579
"Example",355,7611,5176,4436,0.857032457496136
"Example",356,7611,4043,3795,0.938659411328222
"Example",357,7611,5753,5474,0.951503563358248
"Example",358,7611,5052,4240,0.839271575613618
"Example",359,7611,5116,4648,0.90852228303362
"Example",360,7611,5551,4038,0.727436497928301
"Example",361,7611,4822,4166,0.86395686437163
"Example",362,7611,4086,3488,0.85364659813999
"Example",363,7611,4790,4407,0.920041753653445
"Example",364,7611,4450,4206,0.945168539325843
"Example",365,7611,4627,4289,0.926950507888481
"Example",366,7611,4564,4010,0.878615249780894
"Example",367,7611,5673,5351,0.94323990833774
"Example",368,7611,4871,4723,0.969616095257647
"Example",369,7611,5122,4881,0.952948067161265
"Example",370,7611,4232,3940,0.931001890359168
"Example",371,7611,5550,5421,0.976756756756757
"Example",372,7611,4271,4023,0.941933973308359
"Example",373,7611,5440,5356,0.984558823529412
"Example",374,7611,5293,4601,0.869261288494238
"Example",375,7611,4156,3711,0.892925890279115
"Example",376,7611,4035,3698,0.916480793060719
"Example",377,7611,5546,5007,0.9028128380815
"Example",378,7611,4567,4035,0.883512152397635
"Example",379,7611,5191,4773,0.919476016181853
"Example",380,7611,5196,4488,0.863741339491917
"Example",381,7611,4569,4138,0.905668636463121
"Example",382,7611,5213,4430,0.849798580471897
"Example",383,7611,5814,5198,0.894048847609219
"Example",384,7611,5059,4747,0.938327732753509
"Example",385,7611,5101,4412,0.864928445402862
"Example",386,7611,5896,4395,0.745420624151967
"Example",387,7611,5163,4601,0.89114855704048
"Example",388,7611,5525,5073,0.918190045248869
"Example",389,7611,5499,5289,0.961811238406983
"Example",390,7611,5275,4714,0.893649289099526
"Example",391,7611,4462,3979,0.891752577319588
"Example",392,7611,4613,4271,0.925861695209191
"Example",393,7611,5401,4806,0.889835215700796
"Example",394,7611,5240,4615,0.880725190839695
"Example",395,7611,5219,5078,0.972983330139874
"Example",396,7611,5617,5080,0.904397365141535
"Example",397,7611,4445,4222,0.949831271091114
"Example",398,7611,4867,4624,0.950071912882679
"Example",399,7611,4978,4689,0.941944556046605
"Example",400,7611,5008,4808,0.960063897763578
"Example",401,7611,4667,4558,0.976644525391044
"Example",402,7611,4839,4593,0.949163050216987
"Example",403,7611,4626,3927,0.848897535667964
"Example",404,7611,5721,4604,0.804754413564062
"Example",405,7611,5155,4678,0.907468477206596
"Example",406,7611,5463,5034,0.921471718835804
"Example",407,7611,4655,3493,0.750375939849624
"Example",408,7611,5910,5551,0.939255499153976
"Example",409,7611,4849,4693,0.967828418230563
"Example",410,7611,4794,4585,0.956403838130997
"Example",411,7611,4338,4101,0.94536652835408
"Example",412,7611,5083,4629,0.910682667715916
"Example",413,7611,4856,4709,0.969728171334432
"Example",414,7611,4712,4088,0.867572156196944
"Example",415,7611,6125,5805,0.947755102040816
"Example",416,7611,4422,3448,0.779737675260063
"Example",417,7611,5853,5401,0.92277464548095
"Example",418,7611,5683,5454,0.95970438148865
"Example",419,7611,6300,5299,0.841111111111111
"Example",420,7611,4889,4039,0.826140314992841
"Example",421,7611,5219,4919,0.942517723701859
"Example",422,7611,5679,5155,0.907730234196161
"Example",423,7611,5066,4558,0.899723647848401
"Example",424,7611,5035,4803,0.953922542204568
"Example",425,7611,5494,4835,0.880050964688751
"Example",426,7611,5722,5199,0.90859839217057
"Example",427,7611,5490,5195,0.946265938069217
"Example",428,7611,5130,4575,0.891812865497076
"Example",429,7611,6227,5461,0.876987313312992
"Example",430,7611,5019,4492,0.894999003785615
"Example",431,7611,5562,4713,0.847357065803668
"Example",432,7611,4394,4075,0.927401001365498
"Example",433,7611,6072,5677,0.934947299077734
"Example",434,7611,5260,4950,0.94106463878327
"Example",435,7611,5334,4707,0.882452193475815
"Example",436,7611,4688,4504,0.960750853242321
"Example",437,7611,4734,4516,0.953950147866498
"Example",438,7611,4962,4294,0.865376864167674
"Example",439,7611,5637,5423,0.962036544261132
"Example",440,7611,5424,4639,0.855272861356932
"Example",441,7611,5819,5539,0.951881766626568
"Example",442,7611,5621,4976,0.885251734566803
"Example",443,7611,5527,4914,0.889089922200109
"Example",444,7611,5839,5508,0.943312210995033
"Example",445,7611,6470,6238,0.964142194744977
"Example",446,7611,4640,4106,0.884913793103448
"Example",447,7611,4309,3636,0.843815270364354
"Example",448,7611,5509,5227,0.948811036485751
