"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Suwannee",273,10975,2372,2075,0.874789207419899
"Suwannee",274,10975,5178,4341,0.838354577056779
"Suwannee",275,10975,6522,5921,0.907850352652561
"Suwannee",276,10975,5251,4823,0.918491715863645
"Suwannee",277,10975,5689,5094,0.895412198980489
"Suwannee",278,10975,5138,4827,0.939470611132736
"Suwannee",279,10975,4980,4618,0.927309236947791
"Suwannee",280,10975,6508,6001,0.922095881991395
"Suwannee",281,10975,3948,3691,0.934903748733536
"Suwannee",282,10975,6578,5646,0.858315597446032
"Suwannee",283,10975,4068,3563,0.875860373647984
"Suwannee",284,10975,5916,5391,0.911257606490872
"Suwannee",285,10975,6091,5175,0.849614184862913
"Suwannee",286,10975,4993,4478,0.896855597836972
"Suwannee",287,10975,6062,5459,0.900527878587925
"Suwannee",288,10975,5794,5132,0.88574387297204
"Suwannee",289,10975,4110,3432,0.835036496350365
"Suwannee",290,10975,5400,4922,0.911481481481481
"Suwannee",291,10975,3497,3128,0.894480983700315
"Suwannee",292,10975,3640,3170,0.870879120879121
"Suwannee",293,10975,5426,4746,0.87467747880575
"Suwannee",294,10975,2672,2534,0.948353293413174
"Suwannee",295,10975,4776,4601,0.963358458961474
"Suwannee",296,10975,4707,4386,0.931803696622052
"Suwannee",297,10975,5773,5217,0.903689589468214
"Suwannee",298,10975,3982,3327,0.83550979407333
"Suwannee",299,10975,4837,3640,0.752532561505065
"Suwannee",300,10975,7631,6496,0.851264578692177
"Suwannee",301,10975,4573,4169,0.911655368467089
"Suwannee",302,10975,3383,2919,0.862843629914277
"Suwannee",303,10975,4778,3950,0.826705734616995
"Suwannee",304,10975,3537,3026,0.855527283008199
"Suwannee",305,10975,4729,3826,0.809050539226052
"Suwannee",306,10975,6801,5574,0.819585355094839
"Suwannee",307,10975,4515,3806,0.84296788482835
"Suwannee",308,10975,5489,4727,0.861176899253052
"Suwannee",309,10975,2591,2324,0.896950984175994
"Suwannee",310,10975,5807,4960,0.854141553297744
"Suwannee",311,10975,7069,6567,0.928985712264818
"Suwannee",312,10975,6184,5424,0.877102199223803
"Suwannee",313,10975,5923,4896,0.826608137768023
"Suwannee",314,10975,5255,4940,0.940057088487155
"Suwannee",315,10975,4711,4241,0.900233496073021
"Suwannee",316,10975,7173,6686,0.932106510525582
"Suwannee",317,10975,6560,4446,0.677743902439024
"Suwannee",318,10975,6160,5774,0.937337662337662
"Suwannee",319,10975,5842,4440,0.760013693940431
"Suwannee",320,10975,6017,5008,0.832308459365132
"Suwannee",321,10975,5139,4989,0.970811441914769
"Suwannee",322,10975,6306,5794,0.918807484934983
"Suwannee",323,10975,5720,3830,0.66958041958042
